PDB_ID_1,PDB_ID_2,NSWS,D2,TM_score1,TM_score2
1PAL,1PAZ,0.043478260869565216,17.0,0.31332,0.2901
1PAZ,4CPV,0.042090970807875085,21.0,0.25802,0.27223
1PAZ,4TNC,0.03472599023331525,19.0,0.26287,0.21434
1PAZ,5PAL,0.050700466977985324,14.0,0.26163,0.2762
1OMD,1PAZ,0.04542418169672679,10.0,0.27414,0.25512
1PAZ,1REC,0.037107516650808754,11.0,0.31406,0.23265
1CLB,1PAZ,0.05498821681068342,12.0,0.28856,0.22346
1CTR,1PAZ,0.04469914040114613,16.0,0.26081,0.28746
1PAZ,2SAS,0.036768263183357526,17.0,0.3033,0.22527
1PAZ,1PE6,0.02803328953131844,12.0,0.33498,0.22386
1AEC,1PAZ,0.036601307189542485,10.0,0.18235,0.27012
1PAZ,1PPO,0.03668122270742358,16.0,0.33818,0.22239
1PAZ,1YAL,0.026886383347788378,20.0,0.33366,0.22855
1CSU,1PAZ,0.04827136333985649,8.0,0.2961,0.27859
1HRC,1PAZ,0.04414715719063545,8.0,0.33918,0.30647
1PAZ,3C2C,0.03810775295663601,9.0,0.30624,0.32064
1CCR,1PAZ,0.0425531914893617,8.0,0.29374,0.27742
1CXC,1PAZ,0.03907203907203907,13.0,0.30992,0.31624
155C,1PAZ,0.06347230864965775,15.0,0.2794,0.29965
1CRY,1PAZ,0.04765056254136334,17.0,0.31025,0.29034
1PAZ,3DFR,0.03607427055702918,16.0,0.31174,0.26203
1PAZ,8DFR,0.041951219512195125,12.0,0.35543,0.26552
1DYR,1PAZ,0.029465930018416207,10.0,0.25402,0.35835
1DLR,1PAZ,0.040097799511002445,14.0,0.2649,0.34261
1CRB,1PAZ,0.03608847497089639,12.0,0.30417,0.3265
1HMR,1PAZ,0.046511627906976744,10.0,0.31534,0.33407
1ICN,1PAZ,0.0794135613927917,14.0,0.32686,0.34514
1MDC,1PAZ,0.05385556915544676,26.0,0.31929,0.33333
1ALB,1PAZ,0.044036697247706424,13.0,0.31858,0.33793
1CBQ,1PAZ,0.03804994054696789,15.0,0.30707,0.33437
1EAL,1PAZ,0.05318491032776747,9.0,0.3063,0.31645
1FRD,1PAZ,0.034482758620689655,20.0,0.36789,0.31714
1PAZ,2PIA,0.03445945945945946,16.0,0.4019,0.19724
1DOX,1PAZ,0.05156794425087108,16.0,0.34756,0.30149
1PAZ,1ROE,0.05544005544005544,11.0,0.27436,0.31213
1DOI,1PAZ,0.06220095693779904,10.0,0.30191,0.31543
1PAZ,4FXC,0.04558011049723757,9.0,0.30623,0.35032
1PAZ,3FX2,0.038331454340473504,18.0,0.37638,0.32481
1FLV,1PAZ,0.032224532224532226,7.0,0.29273,0.36946
1OFV,1PAZ,0.03329864724245578,13.0,0.26897,0.33903
1PAZ,2FRC,0.04414715719063545,10.0,0.28705,0.31256
1FLA,1PAZ,0.03864168618266979,15.0,0.30877,0.33815
1PAZ,5FD1,0.0508582326764145,13.0,0.27185,0.29427
1FDN,1PAZ,0.041701417848206836,9.0,0.36467,0.25037
1FXD,1PAZ,0.05652535328345802,14.0,0.46109,0.27901
1BLU,1PAZ,0.06367583212735166,11.0,0.35108,0.27167
1PAZ,1ROF,0.05241605241605242,14.0,0.26999,0.43501
1CLF,1PAZ,0.07208717518860017,12.0,0.38937,0.2366
1PAZ,2SPL,0.04875346260387812,9.0,0.30563,0.25946
1PAZ,3MBA,0.05889145496535797,13.0,0.32141,0.28318
1ASH,1PAZ,0.03482045701849837,20.0,0.28231,0.32642
1ECN,1PAZ,0.0629827688651218,18.0,0.27713,0.29919
1FLP,1PAZ,0.055491329479768786,17.0,0.26721,0.29775
1GDJ,1PAZ,0.04441913439635535,13.0,0.25765,0.30082
1HBG,1PAZ,0.044673539518900345,22.0,0.27898,0.31856
1HSA,1PAZ,0.030952380952380953,10.0,0.19809,0.36669
1LHS,1PAZ,0.033426183844011144,10.0,0.27464,0.32584
1MYT,1PAZ,0.04852686308492201,12.0,0.26351,0.3002
1PAZ,2LHB,0.03788748564867968,8.0,0.31702,0.27664
1HLM,1PAZ,0.04061470911086718,9.0,0.26436,0.31518
1HLB,1PAZ,0.03904071388733965,11.0,0.26921,0.32013
1ENH,1PAZ,0.0684811237928007,13.0,0.35243,0.21446
1FTZ,1PAZ,0.0319744204636291,14.0,0.3061,0.20886
1HDP,1PAZ,0.03319502074688797,14.0,0.33786,0.22361
1OCP,1PAZ,0.05148833467417538,17.0,0.33563,0.23404
1PAZ,1POU,0.03494837172359015,13.0,0.2371,0.32776
1FTT,1PAZ,0.036947791164658635,11.0,0.33227,0.23251
1PAZ,1VND,0.042748091603053436,16.0,0.22089,0.29029
1CLH,1PAZ,0.04008438818565401,13.0,0.25335,0.3201
1GRG,1PAZ,0.02025829323879463,14.0,0.1333,0.3691
1NHR,1PAZ,0.029315960912052116,25.0,0.13875,0.34579
1LVL,1PAZ,0.024861147844485586,17.0,0.12833,0.35855
1PAZ,1TDF,0.030877192982456142,19.0,0.37082,0.18566
1PAZ,1VDC,0.02962962962962963,17.0,0.35149,0.17431
1JER,1PMY,0.07519640852974187,5.0,0.59415,0.54067
1PMY,1ZIA,0.5369127516778524,10.0,0.95806,0.95066
1PMY,9PCY,0.2105978260869565,15.0,0.65463,0.80003
1PLB,1PMY,0.16175462645647704,7.0,0.79055,0.63935
1NIN,1PMY,0.20397350993377483,9.0,0.69151,0.60576
1PAL,1PMY,0.044058744993324434,11.0,0.36871,0.33312
1PMY,4CPV,0.05470313542361575,13.0,0.26167,0.27971
1PMY,4TNC,0.0299625468164794,11.0,0.25559,0.21414
1PMY,5PAL,0.04590163934426229,6.0,0.27154,0.28998
1OMD,1PMY,0.036769533814839134,6.0,0.3744,0.33783
1PMY,1REC,0.03289473684210526,9.0,0.29334,0.21873
1CLB,1PMY,0.05234795996920708,8.0,0.30039,0.21852
1CTR,1PMY,0.04743083003952569,8.0,0.28896,0.31543
1PMY,2SAS,0.033444816053511704,13.0,0.30963,0.23687
1PE6,1PMY,0.026851450844521438,4.0,0.22601,0.32998
1AEC,1PMY,0.037914691943127965,6.0,0.20283,0.29985
1PMY,1PPO,0.031088082901554404,12.0,0.3315,0.22596
1PMY,1YAL,0.03173241852487135,18.0,0.32595,0.22782
1CSU,1PMY,0.048749198203976905,4.0,0.31542,0.28644
1HRC,1PMY,0.04865220249835635,8.0,0.32425,0.29051
1PMY,3C2C,0.03488372093023256,5.0,0.28714,0.30561
1CCR,1PMY,0.05707038681039949,6.0,0.30352,0.28324
1CXC,1PMY,0.04807692307692308,9.0,0.29733,0.29873
155C,1PMY,0.05756276791181874,11.0,0.28819,0.30434
1CRY,1PMY,0.05985686402081978,13.0,0.32329,0.29389
1PMY,3DFR,0.042909471480900054,12.0,0.30602,0.2558
1PMY,8DFR,0.03757225433526012,8.0,0.3458,0.26573
1DYR,1PMY,0.04094631483166515,6.0,0.24859,0.34588
1DLR,1PMY,0.02993722839208112,10.0,0.26412,0.34017
1CRB,1PMY,0.04357798165137615,8.0,0.287,0.30183
1HMR,1PMY,0.03975903614457831,6.0,0.29984,0.31206
1ICN,1PMY,0.050511124473842456,10.0,0.29466,0.30639
1MDC,1PMY,0.06265060240963856,18.0,0.31461,0.32402
1ALB,1PMY,0.040939193257074055,5.0,0.29842,0.31102
1CBQ,1PMY,0.03981264637002342,7.0,0.29488,0.31571
1EAL,1PMY,0.06695069993913573,5.0,0.3128,0.31919
1FRD,1PMY,0.04065040650406504,16.0,0.36836,0.312
1PMY,2PIA,0.03148024112525117,12.0,0.40027,0.20154
1DOX,1PMY,0.057494866529774126,12.0,0.35485,0.30247
1PMY,1ROE,0.043567052416609936,7.0,0.27244,0.31445
1DOI,1PMY,0.04946996466431095,6.0,0.29975,0.30755
1PMY,4FXC,0.03934871099050204,5.0,0.30577,0.35744
1PMY,3FX2,0.03888888888888889,14.0,0.36179,0.31822
1FLV,1PMY,0.06051282051282051,7.0,0.28691,0.35697
1OFV,1PMY,0.0513347022587269,9.0,0.2871,0.35439
1PMY,2FRC,0.04865220249835635,6.0,0.30001,0.33237
1FLA,1PMY,0.04498269896193772,11.0,0.32586,0.35025
1PMY,5FD1,0.04252657911194497,7.0,0.26104,0.2871
1FDN,1PMY,0.045714285714285714,9.0,0.39843,0.23627
1FXD,1PMY,0.04068348250610252,6.0,0.4269,0.26256
1BLU,1PMY,0.056818181818181816,7.0,0.35108,0.26706
1PMY,1ROF,0.04170008019246191,6.0,0.25619,0.40418
1CLF,1PMY,0.06070549630844955,4.0,0.40104,0.23492
1PMY,2SPL,0.045876570180229385,5.0,0.34649,0.29664
1PMY,3MBA,0.051194539249146756,7.0,0.34339,0.30612
1ASH,1PMY,0.03648068669527897,12.0,0.31581,0.35465
1ECN,1PMY,0.06904622586307782,10.0,0.31876,0.34128
1FLP,1PMY,0.03758542141230068,13.0,0.31362,0.34719
1GDJ,1PMY,0.04152637485970819,5.0,0.31067,0.36085
1HBG,1PMY,0.04740406320541761,14.0,0.2812,0.31776
1HSA,1PMY,0.025404157043879907,6.0,0.18869,0.35069
1LHS,1PMY,0.036243822075782535,6.0,0.28137,0.33118
1MYT,1PMY,0.05463858850313034,8.0,0.283,0.31639
1PMY,2LHB,0.06108597285067873,4.0,0.346,0.3042
1HLM,1PMY,0.04329004329004329,5.0,0.2891,0.3443
1HLB,1PMY,0.034084661902144035,7.0,0.28829,0.34118
1ENH,1PMY,0.04291845493562232,9.0,0.39432,0.22201
1FTZ,1PMY,0.0485512920908379,10.0,0.29692,0.2083
1HDP,1PMY,0.047116165718927704,10.0,0.3494,0.22437
1OCP,1PMY,0.0425531914893617,11.0,0.40758,0.26841
1PMY,1POU,0.05291828793774319,5.0,0.2148,0.33157
1FTT,1PMY,0.042486231313926044,7.0,0.33434,0.24198
1PMY,1VND,0.04640718562874251,10.0,0.21573,0.28818
1CLH,1PMY,0.03954214360041623,9.0,0.23949,0.28946
1GRG,1PMY,0.022138364779874214,10.0,0.12775,0.3389
1NHR,1PMY,0.03288409703504043,11.0,0.14103,0.3752
1LVL,1PMY,0.032571578670869454,15.0,0.1381,0.37808
1PMY,1TDF,0.030598052851182198,13.0,0.31986,0.16169
1PMY,1VDC,0.037383177570093455,13.0,0.34642,0.1732
1JER,1ZIA,0.05272013460459899,5.0,0.59493,0.53779
1JER,9PCY,0.0655940594059406,12.0,0.57758,0.63254
1JER,1PLB,0.06487835308796007,10.0,0.55278,0.61184
1JER,1NIN,0.05199516324062878,12.0,0.54713,0.56745
1JER,1PAL,0.04263093788063337,14.0,0.29756,0.30219
1JER,4CPV,0.054777845404747415,18.0,0.29118,0.29429
1JER,4TNC,0.03974167908594138,12.0,0.24286,0.19097
1JER,5PAL,0.04793289394847214,7.0,0.29045,0.29197
1JER,1OMD,0.07078584283143372,7.0,0.30384,0.30866
1JER,1REC,0.03697183098591549,12.0,0.35878,0.25458
1CLB,1JER,0.040194040194040194,9.0,0.31907,0.25493
1CTR,1JER,0.031331592689295036,9.0,0.25175,0.29524
1JER,2SAS,0.027715690657130084,12.0,0.29075,0.19745
1JER,1PE6,0.034243783122706886,3.0,0.38187,0.23602
1AEC,1JER,0.03002028397565923,5.0,0.23237,0.38609
1JER,1PPO,0.032520325203252036,11.0,0.37503,0.23156
1JER,1YAL,0.035541195476575124,19.0,0.38206,0.23214
1CSU,1JER,0.04580152671755725,3.0,0.28373,0.27939
1HRC,1JER,0.04084084084084084,7.0,0.27894,0.27018
1JER,3C2C,0.030732860520094562,4.0,0.29102,0.28806
1CCR,1JER,0.03602556653108658,9.0,0.27091,0.26951
1CXC,1JER,0.06305309734513274,10.0,0.29013,0.31447
155C,1JER,0.04839617332583005,12.0,0.2738,0.31271
1CRY,1JER,0.03569303985722784,12.0,0.28621,0.28164
1JER,3DFR,0.05936739659367397,11.0,0.30161,0.23387
1JER,8DFR,0.032432432432432434,7.0,0.29608,0.2078
1DYR,1JER,0.033304867634500426,5.0,0.17642,0.26206
1DLR,1JER,0.03160270880361174,15.0,0.23141,0.32945
1CRB,1JER,0.036016949152542374,9.0,0.30573,0.3498
1HMR,1JER,0.03547671840354767,7.0,0.29626,0.33234
1ICN,1JER,0.04095185390149419,7.0,0.30243,0.33962
1JER,1MDC,0.037694013303769404,13.0,0.33189,0.29698
1ALB,1JER,0.040997229916897505,6.0,0.28307,0.31946
1CBQ,1JER,0.04103671706263499,8.0,0.29662,0.34248
1EAL,1JER,0.04476776720761052,4.0,0.30371,0.3335
1FRD,1JER,0.05925925925925926,13.0,0.33556,0.31254
1JER,2PIA,0.027476038338658148,11.0,0.3284,0.14905
1DOX,1JER,0.04361370716510903,11.0,0.31189,0.28535
1JER,1ROE,0.05579665220086795,8.0,0.29597,0.31741
1DOI,1JER,0.04343105320304017,7.0,0.29833,0.32968
1JER,4FXC,0.05686032138442522,4.0,0.31832,0.34153
1JER,3FX2,0.03292181069958848,13.0,0.31092,0.2532
1FLV,1JER,0.039159503342884434,8.0,0.22282,0.29689
1JER,1OFV,0.03154875717017208,8.0,0.29697,0.21928
1JER,2FRC,0.04084084084084084,5.0,0.26512,0.27297
1FLA,1JER,0.03727369542066028,10.0,0.26675,0.31242
1JER,5FD1,0.03557085484796328,6.0,0.26637,0.27177
1FDN,1JER,0.03360116873630387,10.0,0.31582,0.22687
1FXD,1JER,0.05243991260014567,7.0,0.3597,0.22504
1BLU,1JER,0.045103092783505154,8.0,0.3109,0.25546
1JER,1ROF,0.04457225017972682,7.0,0.22895,0.31125
1CLF,1JER,0.04402054292002935,3.0,0.32107,0.22111
1JER,2SPL,0.03240506329113924,4.0,0.30469,0.24342
1JER,3MBA,0.048370136698212406,6.0,0.29417,0.247
1ASH,1JER,0.030876494023904383,9.0,0.2386,0.28565
1ECN,1JER,0.03345925526173772,9.0,0.26736,0.30999
1FLP,1JER,0.034736842105263156,10.0,0.25214,0.29276
1GDJ,1JER,0.036344755970924195,6.0,0.24895,0.30829
1HBG,1JER,0.026096033402922755,13.0,0.25449,0.30592
1HSA,1JER,0.0297029702970297,5.0,0.18519,0.37413
1JER,1LHS,0.03155216284987277,5.0,0.28972,0.23534
1JER,1MYT,0.03156233561283535,7.0,0.31932,0.26359
1JER,2LHB,0.036610878661087864,3.0,0.31267,0.25473
1HLM,1JER,0.0321285140562249,4.0,0.23508,0.30123
1HLB,1JER,0.034640855832908816,6.0,0.24414,0.30741
1ENH,1JER,0.03514132925897632,8.0,0.35958,0.22705
1FTZ,1JER,0.0422237860661506,9.0,0.31274,0.23434
1HDP,1JER,0.03636363636363636,7.0,0.37785,0.26812
1JER,1OCP,0.039631988676574664,10.0,0.2465,0.34241
1JER,1POU,0.04478656403079076,4.0,0.256,0.32557
1FTT,1JER,0.03392226148409894,6.0,0.32301,0.24007
1JER,1VND,0.032432432432432434,11.0,0.24123,0.30404
1CLH,1JER,0.03484995159728945,8.0,0.23635,0.31241
1GRG,1JER,0.021364408837096383,9.0,0.11013,0.33986
1JER,1NHR,0.019200830306175403,18.0,0.32279,0.11796
1JER,1LVL,0.02733485193621868,20.0,0.33581,0.11134
1JER,1TDF,0.027152317880794703,14.0,0.30773,0.14686
1JER,1VDC,0.021019108280254776,12.0,0.28505,0.13858
1ZIA,9PCY,0.23625254582484725,13.0,0.64852,0.79809
1PLB,1ZIA,0.2452054794520548,13.0,0.78214,0.62941
1NIN,1ZIA,0.2183984116479153,15.0,0.68898,0.59949
1PAL,1ZIA,0.04803202134756504,13.0,0.30172,0.27564
1ZIA,4CPV,0.06133333333333333,19.0,0.27581,0.29932
1ZIA,4TNC,0.0374331550802139,15.0,0.26896,0.22474
1ZIA,5PAL,0.053735255570117955,10.0,0.26573,0.28625
1OMD,1ZIA,0.03543307086614173,10.0,0.35263,0.31879
1REC,1ZIA,0.03475810239549084,15.0,0.24283,0.31637
1CLB,1ZIA,0.06,10.0,0.2852,0.21115
1CTR,1ZIA,0.033860045146726865,12.0,0.28749,0.313
1ZIA,2SAS,0.03533906399235912,15.0,0.297,0.22511
1PE6,1ZIA,0.04588744588744589,6.0,0.22826,0.32995
1AEC,1ZIA,0.031007751937984496,8.0,0.23279,0.33329
1PPO,1ZIA,0.05265429434613725,14.0,0.22905,0.34172
1YAL,1ZIA,0.03257608229747107,22.0,0.23452,0.33655
1CSU,1ZIA,0.047435897435897434,8.0,0.34592,0.31091
1HRC,1ZIA,0.04467805519053877,12.0,0.32559,0.28927
1ZIA,3C2C,0.045190445448676564,9.0,0.29626,0.31478
1CCR,1ZIA,0.053231939163498096,14.0,0.31549,0.29259
1CXC,1ZIA,0.044444444444444446,15.0,0.30995,0.30995
155C,1ZIA,0.051407588739290085,17.0,0.29425,0.30899
1CRY,1ZIA,0.04161248374512354,15.0,0.33727,0.30408
1ZIA,3DFR,0.034518828451882845,16.0,0.29986,0.25318
1ZIA,8DFR,0.04525758305247954,12.0,0.34474,0.26873
1DYR,1ZIA,0.03274215552523874,12.0,0.25329,0.34736
1DLR,1ZIA,0.03861003861003861,18.0,0.26772,0.34199
1CRB,1ZIA,0.032091690544412604,14.0,0.30134,0.31677
1HMR,1ZIA,0.03853100541842264,12.0,0.31031,0.32172
1ICN,1ZIA,0.056490384615384616,14.0,0.30427,0.31472
1MDC,1ZIA,0.07104154124021674,20.0,0.31673,0.32393
1ALB,1ZIA,0.036101083032490974,9.0,0.315,0.32679
1CBQ,1ZIA,0.03393797542422469,13.0,0.2969,0.31671
1EAL,1ZIA,0.049878345498783457,7.0,0.29932,0.30344
1FRD,1ZIA,0.05687203791469194,16.0,0.37322,0.31346
1ZIA,2PIA,0.03080013391362571,16.0,0.39119,0.19865
1DOX,1ZIA,0.05198358413132695,14.0,0.34829,0.29651
1ROE,1ZIA,0.044897959183673466,13.0,0.31168,0.26846
1DOI,1ZIA,0.03649205414949971,12.0,0.30574,0.31242
1ZIA,4FXC,0.03661016949152542,9.0,0.29962,0.35291
1ZIA,3FX2,0.028872848417545807,18.0,0.34012,0.30447
1FLV,1ZIA,0.032803690415171706,13.0,0.29172,0.35998
1OFV,1ZIA,0.02668034889687019,11.0,0.29206,0.36283
1ZIA,2FRC,0.04467805519053877,12.0,0.33339,0.37877
1FLA,1ZIA,0.035734870317002884,11.0,0.3235,0.34556
1ZIA,5FD1,0.04125,9.0,0.26121,0.28825
1FDN,1ZIA,0.04730831973898858,15.0,0.41407,0.24119
1FXD,1ZIA,0.06504065040650407,10.0,0.42153,0.26155
1BLU,1ZIA,0.06103619588360539,11.0,0.35049,0.26679
1ROF,1ZIA,0.057692307692307696,10.0,0.42774,0.26191
1CLF,1ZIA,0.06885245901639345,6.0,0.41645,0.24044
1ZIA,2SPL,0.048034934497816595,9.0,0.32702,0.28343
1ZIA,3MBA,0.054576463899943146,9.0,0.34639,0.30811
1ASH,1ZIA,0.03431635388739947,12.0,0.29077,0.32647
1ECN,1ZIA,0.05847953216374269,12.0,0.31933,0.34083
1FLP,1ZIA,0.037564029595902104,17.0,0.30345,0.33347
1GDJ,1ZIA,0.04823331463825014,11.0,0.26433,0.30614
1HBG,1ZIA,0.05527354765933446,14.0,0.29822,0.33532
1HSA,1ZIA,0.04844290657439446,10.0,0.19077,0.34657
1LHS,1ZIA,0.04500548847420417,10.0,0.2791,0.32252
1MYT,1ZIA,0.04323094425483504,12.0,0.30659,0.34315
1ZIA,2LHB,0.035048049745618995,8.0,0.33236,0.29576
1HLM,1ZIA,0.04434829637641969,9.0,0.28597,0.33565
1HLB,1ZIA,0.03296703296703297,9.0,0.27387,0.31851
1ENH,1ZIA,0.051457975986277875,13.0,0.42214,0.23607
1FTZ,1ZIA,0.03599374021909233,14.0,0.31223,0.21302
1HDP,1ZIA,0.03571428571428571,10.0,0.3476,0.22776
1OCP,1ZIA,0.04409448818897638,13.0,0.39519,0.26454
1POU,1ZIA,0.04510108864696734,7.0,0.32352,0.23126
1FTT,1ZIA,0.040880503144654086,11.0,0.38193,0.25098
1VND,1ZIA,0.03889304412864622,14.0,0.35263,0.25683
1CLH,1ZIA,0.05096203848153926,11.0,0.25889,0.32108
1GRG,1ZIA,0.02464788732394366,16.0,0.12514,0.32937
1NHR,1ZIA,0.028563729452977634,23.0,0.14324,0.37348
1LVL,1ZIA,0.044642857142857144,21.0,0.13693,0.37493
1TDF,1ZIA,0.02780674313521029,15.0,0.19284,0.37076
1VDC,1ZIA,0.028028028028028028,13.0,0.1768,0.34927
1PLB,9PCY,0.7161639597834494,16.0,0.9202,0.9032
1NIN,9PCY,0.40922619047619047,20.0,0.76587,0.80428
1PAL,9PCY,0.05555555555555555,20.0,0.30347,0.3182
4CPV,9PCY,0.05251312828207052,18.0,0.30312,0.32008
4TNC,9PCY,0.042278332354668234,18.0,0.18193,0.24993
5PAL,9PCY,0.052980132450331126,15.0,0.30403,0.32294
1OMD,9PCY,0.04421518054532056,15.0,0.31153,0.32727
1REC,9PCY,0.03058103975535168,20.0,0.22774,0.3471
1CLB,9PCY,0.06707855251544571,15.0,0.26139,0.22819
1CTR,9PCY,0.037383177570093455,15.0,0.22411,0.28184
2SAS,9PCY,0.03632589517384536,16.0,0.19945,0.30919
1PE6,9PCY,0.03546430237984134,11.0,0.17691,0.29071
1AEC,9PCY,0.038051044083526685,13.0,0.17029,0.29946
1PPO,9PCY,0.035348837209302326,19.0,0.18367,0.30065
1YAL,9PCY,0.030470914127423823,23.0,0.17232,0.30257
1CSU,9PCY,0.06173725771715721,13.0,0.26976,0.28219
1HRC,9PCY,0.05608856088560885,15.0,0.28178,0.28984
3C2C,9PCY,0.056439942112879886,14.0,0.26908,0.2894
1CCR,9PCY,0.04819277108433735,19.0,0.26585,0.27941
1CXC,9PCY,0.042723631508678236,20.0,0.243,0.27779
155C,9PCY,0.0354464894342195,20.0,0.24135,0.29249
1CRY,9PCY,0.05689277899343545,20.0,0.27369,0.28515
3DFR,9PCY,0.03896848137535817,17.0,0.2209,0.31722
8DFR,9PCY,0.04293193717277487,15.0,0.21799,0.32086
1DYR,9PCY,0.027559055118110236,15.0,0.21036,0.33526
1DLR,9PCY,0.04094488188976378,19.0,0.22313,0.33442
1CRB,9PCY,0.046894803548795945,17.0,0.28865,0.35153
1HMR,9PCY,0.04819277108433735,17.0,0.28948,0.34849
1ICN,9PCY,0.052104208416833664,17.0,0.29702,0.35535
1MDC,9PCY,0.058902275769745646,25.0,0.2972,0.35023
1ALB,9PCY,0.0548494983277592,16.0,0.2858,0.34354
1CBQ,9PCY,0.042801556420233464,18.0,0.26747,0.3279
1EAL,9PCY,0.04874746106973595,14.0,0.28968,0.3379
1FRD,9PCY,0.05343511450381679,15.0,0.35905,0.35649
2PIA,9PCY,0.03971631205673759,17.0,0.1422,0.34063
1DOX,9PCY,0.06640926640926641,19.0,0.35718,0.3507
1ROE,9PCY,0.06293169608595549,18.0,0.33978,0.33524
1DOI,9PCY,0.03655352480417755,17.0,0.3008,0.35785
4FXC,9PCY,0.06574923547400612,14.0,0.37079,0.36804
3FX2,9PCY,0.03671970624235006,23.0,0.25615,0.32412
1FLV,9PCY,0.03139013452914798,18.0,0.2399,0.34264
1OFV,9PCY,0.03479236812570146,16.0,0.24422,0.35046
2FRC,9PCY,0.05608856088560885,17.0,0.27362,0.28111
1FLA,9PCY,0.05994897959183673,16.0,0.27241,0.33443
5FD1,9PCY,0.07536636427076064,16.0,0.25343,0.26403
1FDN,9PCY,0.05476864966949953,20.0,0.32994,0.26153
1FXD,9PCY,0.06396989651928504,15.0,0.38819,0.28494
1BLU,9PCY,0.05314009661835749,16.0,0.31311,0.28138
1ROF,9PCY,0.05735430157261795,15.0,0.38621,0.29616
1CLF,9PCY,0.045584045584045586,11.0,0.35005,0.26206
2SPL,9PCY,0.033633633633633635,14.0,0.25997,0.34473
3MBA,9PCY,0.04648241206030151,14.0,0.27421,0.34862
1ASH,9PCY,0.03180212014134275,15.0,0.25909,0.33408
1ECN,9PCY,0.0440699935191186,15.0,0.27045,0.32685
1FLP,9PCY,0.03773584905660377,18.0,0.27336,0.34949
1GDJ,9PCY,0.034653465346534656,16.0,0.2185,0.29331
1HBG,9PCY,0.0410958904109589,23.0,0.26768,0.34528
1HSA,9PCY,0.022857142857142857,15.0,0.21956,0.46289
1LHS,9PCY,0.03625377643504532,15.0,0.24438,0.31537
1MYT,9PCY,0.04902576995600252,17.0,0.24879,0.32049
2LHB,9PCY,0.0449438202247191,13.0,0.28944,0.3747
1HLM,9PCY,0.034482758620689655,12.0,0.2612,0.35639
1HLB,9PCY,0.030248033877797943,16.0,0.24278,0.3219
1ENH,9PCY,0.05005005005005005,14.0,0.32355,0.22624
1FTZ,9PCY,0.046804680468046804,15.0,0.28764,0.23984
1HDP,9PCY,0.048826291079812206,15.0,0.27843,0.21947
1OCP,9PCY,0.05802357207615594,18.0,0.31726,0.25705
1POU,9PCY,0.044682752457551385,12.0,0.31143,0.25997
1FTT,9PCY,0.05972850678733032,14.0,0.2821,0.22445
1VND,9PCY,0.05641025641025641,17.0,0.3067,0.2634
1CLH,9PCY,0.05125284738041002,10.0,0.22315,0.3108
1GRG,9PCY,0.021527960094512997,19.0,0.10304,0.32025
1NHR,9PCY,0.027652370203160272,26.0,0.11459,0.35611
1LVL,9PCY,0.02581708321889591,28.0,0.10319,0.33245
1TDF,9PCY,0.035424354243542434,16.0,0.15248,0.34406
1VDC,9PCY,0.02402826855123675,16.0,0.14483,0.32766
1NIN,1PLB,0.3981968444778362,8.0,0.77253,0.82562
1PAL,1PLB,0.06520090978013647,12.0,0.28425,0.30089
1PLB,4CPV,0.048484848484848485,16.0,0.34086,0.31931
1PLB,4TNC,0.0378698224852071,8.0,0.28554,0.20051
1PLB,5PAL,0.05052005943536404,5.0,0.34591,0.32267
1OMD,1PLB,0.043154761904761904,5.0,0.2914,0.30874
1PLB,1REC,0.03694202154951257,10.0,0.35354,0.23338
1CLB,1PLB,0.06607142857142857,7.0,0.2869,0.2462
1CTR,1PLB,0.04271356783919598,7.0,0.22887,0.29451
1PLB,2SAS,0.0438871473354232,16.0,0.27221,0.18473
1PE6,1PLB,0.03474178403755868,5.0,0.18702,0.3109
1AEC,1PLB,0.031746031746031744,7.0,0.16973,0.2996
1PLB,1PPO,0.03837154890032756,13.0,0.35177,0.19977
1PLB,1YAL,0.036228518346493266,19.0,0.30803,0.18149
1CSU,1PLB,0.057971014492753624,7.0,0.26764,0.28201
1HRC,1PLB,0.038748137108792845,11.0,0.27804,0.28914
1PLB,3C2C,0.05551497443389335,8.0,0.2815,0.26046
1CCR,1PLB,0.05293276108726753,9.0,0.26916,0.28797
1CXC,1PLB,0.07272727272727272,10.0,0.24871,0.28633
155C,1PLB,0.05089408528198074,12.0,0.23924,0.2891
1CRY,1PLB,0.044182621502209134,16.0,0.2759,0.29076
1PLB,3DFR,0.03233256351039261,15.0,0.29385,0.20934
1PLB,8DFR,0.0316288877174486,11.0,0.32059,0.21549
1DYR,1PLB,0.028727092620108963,11.0,0.20626,0.32744
1DLR,1PLB,0.042283298097251586,13.0,0.22378,0.35178
1CRB,1PLB,0.042172523961661344,9.0,0.28761,0.34999
1HMR,1PLB,0.05401755570560432,7.0,0.29268,0.35858
1ICN,1PLB,0.05525606469002695,17.0,0.27232,0.33052
1MDC,1PLB,0.0661715057393653,29.0,0.30116,0.358
1ALB,1PLB,0.058029689608636977,6.0,0.29528,0.36109
1CBQ,1PLB,0.04578155657292348,8.0,0.28985,0.35696
1EAL,1PLB,0.04371584699453552,8.0,0.29289,0.3458
1FRD,1PLB,0.05088666152659985,21.0,0.33211,0.33424
1PLB,2PIA,0.024225151407196294,13.0,0.29719,0.1415
1DOX,1PLB,0.06396255850234009,15.0,0.34105,0.33906
1PLB,1ROE,0.06046511627906977,8.0,0.32326,0.32326
1DOI,1PLB,0.04476629361421988,7.0,0.28839,0.34879
